1	chr1
AADN04001469.1	chrUn_NT_464509v1
KQ759369.1	chr2_NT_457897v1_random
AADN04001473.1	chrUn_NT_464510v1
AADN04001474.1	chrUn_NT_464511v1
AADN04001475.1	chrW_NT_463490v1_random
AADN04001477.1	chr20_NT_462803v1_random
AADN04001478.1	chrUn_NT_464512v1
AADN04001476.1	chr1_NT_456133v1_random
KQ759338.1	chr1_NT_456134v1_random
AADN04001481.1	chrZ_NT_463649v1_random
AADN04001482.1	chrUn_NT_464513v1
AADN04001483.1	chrUn_NT_464514v1
AADN04001484.1	chrUn_NT_464515v1
AADN04001485.1	chr8_NT_461329v1_random
AADN04001487.1	chrUn_NT_464516v1
AADN04001488.1	chr5_NT_460422v1_random
AADN04001489.1	chrUn_NT_464517v1
AADN04001490.1	chrUn_NT_464518v1
AADN04001492.1	chrUn_NT_464519v1
AADN04001493.1	chrUn_NT_464520v1
AADN04001494.1	chrUn_NT_464521v1
AADN04001495.1	chrUn_NT_464522v1
AADN04001496.1	chrUn_NT_464523v1
AADN04001497.1	chrUn_NT_464524v1
AADN04001498.1	chrUn_NT_464525v1
AADN04001499.1	chr12_NT_462049v1_random
AADN04001500.1	chr14_NT_462354v1_random
KQ759370.1	chr2_NT_457898v1_random
AADN04001504.1	chrUn_NT_464526v1
AADN04001503.1	chr6_NT_460840v1_random
AADN04001505.1	chrUn_NT_464527v1
AADN04001506.1	chrUn_NT_464528v1
AADN04001507.1	chrUn_NT_464529v1
AADN04001508.1	chr5_NT_460423v1_random
AADN04001509.1	chrUn_NT_464530v1
AADN04001510.1	chrUn_NT_464531v1
AADN04001512.1	chrUn_NT_464533v1
AADN04001511.1	chrUn_NT_464532v1
AADN04001513.1	chrUn_NT_464534v1
KQ759339.1	chr1_NT_456135v1_random
AADN04001514.1	chrUn_NT_464535v1
AADN04001515.1	chrUn_NT_464536v1
AADN04001516.1	chr27_NT_463319v1_random
AADN04001517.1	chrUn_NT_464537v1
AADN04001522.1	chr1_NT_456136v1_random
AADN04001518.1	chrUn_NT_464538v1
AADN04001521.1	chrZ_NT_463650v1_random
AADN04001523.1	chrUn_NT_464539v1
AADN04001526.1	chrUn_NT_464542v1
AADN04001524.1	chrUn_NT_464540v1
AADN04001525.1	chrUn_NT_464541v1
AADN04001527.1	chrUn_NT_464543v1
AADN04001528.1	chrUn_NT_464544v1
AADN04001530.1	chrUn_NT_464545v1
AADN04001531.1	chr8_NT_461330v1_random
KQ759571.1	chrUn_NT_464548v1
AADN04001532.1	chrUn_NT_464546v1
AADN04001533.1	chrUn_NT_464547v1
AADN04001534.1	chr1_NT_456137v1_random
AADN04001537.1	chrUn_NT_464549v1
AADN04001539.1	chrUn_NT_464550v1
AADN04001542.1	chr3_NT_459027v1_random
AADN04001540.1	chr14_NT_462355v1_random
AADN04001541.1	chrUn_NT_464551v1
AADN04001543.1	chr20_NT_462804v1_random
AADN04001552.1	chr1_NT_456139v1_random
AADN04001544.1	chrUn_NT_464552v1
AADN04001546.1	chrUn_NT_464554v1
AADN04001545.1	chrUn_NT_464553v1
AADN04001547.1	chr1_NT_456138v1_random
AADN04001548.1	chrUn_NT_464555v1
AADN04001549.1	chrUn_NT_464556v1
AADN04001550.1	chrUn_NT_464557v1
AADN04001551.1	chr3_NT_459028v1_random
AADN04001553.1	chrUn_NT_464558v1
AADN04001554.1	chrUn_NT_464559v1
AADN04001555.1	chrZ_NT_463653v1_random
AADN04001556.1	chrUn_NT_464560v1
AADN04001557.1	chr22_NT_463004v1_random
AADN04001558.1	chr16_NT_462552v1_random
AADN04001559.1	chrZ_NT_463654v1_random
AADN04001560.1	chrUn_NT_464561v1
AADN04001561.1	chr20_NT_462805v1_random
AADN04001562.1	chrUn_NT_464562v1
AADN04001563.1	chrUn_NT_464563v1
AADN04001564.1	chrUn_NT_464564v1
AADN04001565.1	chrUn_NT_464565v1
AADN04001566.1	chrUn_NT_464566v1
AADN04001567.1	chrUn_NT_464567v1
AADN04001582.1	chr2_NT_457899v1_random
AADN04001568.1	chr1_NT_456140v1_random
AADN04001569.1	chrUn_NT_464568v1
AADN04001570.1	chrUn_NT_464569v1
AADN04001571.1	chrUn_NT_464570v1
AADN04001574.1	chrUn_NT_464571v1
AADN04001575.1	chrUn_NT_464572v1
AADN04001576.1	chrUn_NT_464573v1
AADN04001577.1	chr1_NT_456141v1_random
AADN04001578.1	chrUn_NT_464574v1
AADN04001579.1	chrUn_NT_464575v1
AADN04001580.1	chrUn_NT_464576v1
AADN04001581.1	chrUn_NT_464577v1
AADN04001583.1	chrUn_NT_464578v1
AADN04001584.1	chrUn_NT_464579v1
AADN04001586.1	chrUn_NT_464580v1
AADN04001587.1	chrUn_NT_464581v1
AADN04001588.1	chrUn_NT_464582v1
AADN04001589.1	chr14_NT_462356v1_random
AADN04001590.1	chrUn_NT_464583v1
AADN04001592.1	chrUn_NT_464584v1
AADN04001594.1	chrUn_NT_464586v1
AADN04001595.1	chrUn_NT_464587v1
AADN04001593.1	chrUn_NT_464585v1
AADN04001596.1	chrUn_NT_464588v1
AADN04001597.1	chrUn_NT_464589v1
AADN04001598.1	chr1_NT_456142v1_random
AADN04001599.1	chrUn_NT_464590v1
AADN04001601.1	chrUn_NT_464592v1
AADN04001600.1	chrUn_NT_464591v1
AADN04001602.1	chrZ_NT_463655v1_random
AADN04001603.1	chrUn_NT_464593v1
AADN04001604.1	chrUn_NT_464594v1
AADN04001605.1	chrUn_NT_464595v1
AADN04001606.1	chrZ_NT_463656v1_random
AADN04001607.1	chrUn_NT_464596v1
AADN04001608.1	chr1_NT_456143v1_random
AADN04001618.1	chr1_NT_456144v1_random
AADN04001610.1	chrUn_NT_464597v1
AADN04001611.1	chrUn_NT_464598v1
AADN04001612.1	chrUn_NT_464599v1
AADN04001616.1	chr6_NT_460841v1_random
AADN04001613.1	chrUn_NT_464600v1
AADN04001614.1	chrUn_NT_464601v1
AADN04001615.1	chrUn_NT_464602v1
AADN04001617.1	chrUn_NT_464603v1
AADN04001625.1	chr2_NT_457900v1_random
AADN04001620.1	chrUn_NT_464605v1
AADN04001619.1	chrUn_NT_464604v1
AADN04001627.1	chr8_NT_461331v1_random
AADN04001629.1	chr3_NT_459029v1_random
AADN04001623.1	chrUn_NT_464606v1
AADN04001628.1	chr23_NT_463086v1_random
AADN04001624.1	chr4_NT_459810v1_random
AADN04001634.1	chrUn_NT_464610v1
AADN04001631.1	chrUn_NT_464607v1
AADN04001632.1	chrUn_NT_464608v1
AADN04001633.1	chrUn_NT_464609v1
AADN04001635.1	chrUn_NT_464611v1
KQ759420.1	chr5_NT_460424v1_random
AADN04001636.1	chrUn_NT_464612v1
AADN04001674.1	chr20_NT_462807v1_random
AADN04001637.1	chrUn_NT_464613v1
AADN04001638.1	chrUn_NT_464614v1
AADN04001639.1	chrUn_NT_464615v1
AADN04001640.1	chrUn_NT_464616v1
AADN04001641.1	chrUn_NT_464617v1
AADN04001642.1	chrZ_NT_463659v1_random
AADN04001643.1	chrUn_NT_464618v1
AADN04001646.1	chr22_NT_463005v1_random
AADN04001644.1	chrUn_NT_464619v1
AADN04001647.1	chrUn_NT_464620v1
AADN04001648.1	chrUn_NT_464621v1
AADN04001649.1	chrUn_NT_464622v1
AADN04001650.1	chrUn_NT_464623v1
AADN04001651.1	chrUn_NT_464624v1
AADN04001652.1	chr1_NT_456145v1_random
AADN04001653.1	chrUn_NT_464625v1
KQ759340.1	chr1_NT_456147v1_random
AADN04001659.1	chrUn_NT_464629v1
AADN04001663.1	chr4_NT_459811v1_random
AADN04001655.1	chrUn_NT_464627v1
AADN04001656.1	chr13_NT_462192v1_random
AADN04001654.1	chrUn_NT_464626v1
AADN04001657.1	chr2_NT_457901v1_random
AADN04001658.1	chrUn_NT_464628v1
AADN04001660.1	chrUn_NT_464630v1
AADN04001661.1	chrUn_NT_464631v1
AADN04001662.1	chr1_NT_456146v1_random
AADN04001664.1	chrUn_NT_464632v1
AADN04001666.1	chr31_NT_463431v1_random
AADN04001591.1	chr11_NT_461882v1_random
AADN04001669.1	chrUn_NT_464633v1
AADN04001670.1	chrUn_NT_464634v1
AADN04001673.1	chr20_NT_462806v1_random
AADN04001671.1	chrUn_NT_464635v1
AADN04001672.1	chrUn_NT_464636v1
KQ759572.1	chrUn_NT_464639v1
AADN04001675.1	chrUn_NT_464637v1
AADN04001676.1	chrUn_NT_464638v1
AADN04001678.1	chr1_NT_456148v1_random
AADN04001677.1	chr20_NT_462808v1_random
AADN04001697.1	chr2_NT_457902v1_random
AADN04001683.1	chrUn_NT_464640v1
AADN04001684.1	chrUn_NT_464641v1
AADN04001685.1	chrUn_NT_464642v1
AADN04001686.1	chr1_NT_456149v1_random
AADN04001687.1	chrUn_NT_464643v1
AADN04001688.1	chrUn_NT_464644v1
AADN04001690.1	chrUn_NT_464645v1
AADN04001712.1	chr1_NT_456152v1_random
KQ759573.1	chrUn_NT_464648v1
AADN04001692.1	chrUn_NT_464646v1
AADN04001693.1	chrUn_NT_464647v1
AADN04001696.1	chrUn_NT_464649v1
AADN04001715.1	chr3_NT_459030v1_random
KQ759574.1	chrUn_NT_464650v1
AADN04001700.1	chrUn_NT_464651v1
AADN04001703.1	chr5_NT_460425v1_random
AADN04001701.1	chr8_NT_461332v1_random
AADN04001721.1	chr4_NT_459812v1_random
AADN04001702.1	chr1_NT_456150v1_random
AADN04001705.1	chr25_NT_463194v1_random
AADN04001704.1	chr20_NT_462809v1_random
AADN04001706.1	chr2_NT_457903v1_random
AADN04001707.1	chrUn_NT_464652v1
AADN04001708.1	chrUn_NT_464653v1
AADN04001709.1	chrUn_NT_464654v1
AADN04001710.1	chrUn_NT_464655v1
AADN04001711.1	chr1_NT_456151v1_random
KQ759575.1	chrUn_NT_464668v1
AADN04001713.1	chrUn_NT_464656v1
AADN04001716.1	chrUn_NT_464657v1
AADN04001714.1	chr2_NT_457904v1_random
AADN04001717.1	chr11_NT_461883v1_random
AADN04001719.1	chrUn_NT_464659v1
AADN04001720.1	chrUn_NT_464660v1
AADN04001718.1	chrUn_NT_464658v1
AADN04001722.1	chrUn_NT_464661v1
AADN04001723.1	chrUn_NT_464662v1
AADN04001724.1	chrUn_NT_464663v1
AADN04001725.1	chr13_NT_462193v1_random
AADN04001727.1	chrUn_NT_464665v1
AADN04001726.1	chrUn_NT_464664v1
AADN04001728.1	chrUn_NT_464666v1
AADN04001729.1	chrUn_NT_464667v1
AADN04001734.1	chrUn_NT_464669v1
AADN04001736.1	chrUn_NT_464671v1
AADN04000743.1	chrZ_NT_463596v1_random
AADN04001735.1	chrUn_NT_464670v1
AADN04001737.1	chrUn_NT_464672v1
AADN04001738.1	chrUn_NT_464673v1
AADN04001739.1	chrUn_NT_464674v1
AADN04001740.1	chr8_NT_461333v1_random
AADN04001742.1	chrUn_NT_464675v1
AADN04001743.1	chrUn_NT_464676v1
AADN04001744.1	chrUn_NT_464677v1
AADN04000731.1	chrZ_NT_463594v1_random
AADN04001745.1	chrUn_NT_464678v1
AADN04001748.1	chrW_NT_463492v1_random
AADN04001747.1	chrUn_NT_464679v1
AADN04001749.1	chrUn_NT_464680v1
AADN04001750.1	chrUn_NT_464681v1
AADN04001751.1	chrUn_NT_464682v1
AADN04001752.1	chrUn_NT_464683v1
AADN04001753.1	chrUn_NT_464684v1
AADN04001766.1	chr22_NT_463006v1_random
AADN04001755.1	chrUn_NT_464685v1
AADN04001757.1	chrUn_NT_464686v1
AADN04001756.1	chr1_NT_456153v1_random
AADN04001778.1	chr2_NT_457907v1_random
AADN04001758.1	chrUn_NT_464687v1
AADN04001765.1	chr3_NT_459031v1_random
AADN04001760.1	chrUn_NT_464689v1
AADN04001759.1	chrUn_NT_464688v1
AADN04001761.1	chrUn_NT_464690v1
AADN04001762.1	chrUn_NT_464691v1
AADN04001763.1	chr2_NT_457905v1_random
AADN04001764.1	chrUn_NT_464692v1
AADN04001767.1	chrLGE64_NT_464107v1_random
AADN04001769.1	chr1_NT_456154v1_random
AADN04001768.1	chrUn_NT_464693v1
AADN04001771.1	chr2_NT_457906v1_random
AADN04001770.1	chrUn_NT_464694v1
AADN04001772.1	chrUn_NT_464695v1
AADN04001773.1	chrUn_NT_464696v1
AADN04001774.1	chrUn_NT_464697v1
AADN04001775.1	chrUn_NT_464698v1
AADN04001782.1	chr4_NT_459813v1_random
AADN04001776.1	chrUn_NT_464699v1
AADN04001777.1	chrUn_NT_464700v1
AADN04001779.1	chrUn_NT_464701v1
AADN04001781.1	chrUn_NT_464703v1
AADN04001780.1	chrUn_NT_464702v1
AADN04001783.1	chrUn_NT_464704v1
AADN04001784.1	chrUn_NT_464705v1
AADN04001785.1	chrUn_NT_464706v1
AADN04001795.1	chr23_NT_463087v1_random
AADN04001786.1	chrUn_NT_464707v1
AADN04001787.1	chr1_NT_456155v1_random
AADN04001788.1	chrUn_NT_464708v1
AADN04001789.1	chrUn_NT_464709v1
AADN04001790.1	chrUn_NT_464710v1
KQ759482.1	chr32_NT_463450v1_random
AADN04001791.1	chrUn_NT_464711v1
AADN04001796.1	chrUn_NT_464713v1
AADN04001794.1	chrUn_NT_464712v1
AADN04001797.1	chrUn_NT_464714v1
AADN04001799.1	chrUn_NT_464716v1
AADN04001798.1	chrUn_NT_464715v1
AADN04001800.1	chr2_NT_457908v1_random
AADN04001802.1	chrUn_NT_464718v1
AADN04001801.1	chrUn_NT_464717v1
AADN04001803.1	chrUn_NT_464719v1
AADN04001806.1	chrUn_NT_464721v1
AADN04001805.1	chrUn_NT_464720v1
AADN04001807.1	chrUn_NT_464722v1
AADN04001808.1	chrUn_NT_464723v1
AADN04001809.1	chrUn_NT_464724v1
AADN04001816.1	chr3_NT_459032v1_random
AADN04001810.1	chrUn_NT_464725v1
AADN04001811.1	chr1_NT_456157v1_random
AADN04001812.1	chrUn_NT_464726v1
AADN04001754.1	chrZ_NT_463661v1_random
AADN04001813.1	chrUn_NT_464727v1
AADN04001814.1	chrUn_NT_464728v1
AADN04001815.1	chrUn_NT_464729v1
AADN04001817.1	chrUn_NT_464730v1
KQ759393.1	chr3_NT_459033v1_random
AADN04001818.1	chr14_NT_462357v1_random
AADN04001819.1	chrUn_NT_464731v1
AADN04001820.1	chrUn_NT_464732v1
AADN04001821.1	chrUn_NT_464733v1
AADN04001822.1	chrUn_NT_464734v1
AADN04001824.1	chrUn_NT_464736v1
AADN04001823.1	chrUn_NT_464735v1
AADN04001825.1	chrUn_NT_464737v1
AADN04001832.1	chr22_NT_463007v1_random
AADN04001835.1	chrUn_NT_464743v1
AADN04001826.1	chrW_NT_463493v1_random
AADN04001829.1	chr5_NT_460426v1_random
AADN04001827.1	chr20_NT_462810v1_random
AADN04001828.1	chrUn_NT_464738v1
AADN04001830.1	chrUn_NT_464739v1
AADN04001831.1	chrUn_NT_464740v1
AADN04001833.1	chrUn_NT_464741v1
AADN04001834.1	chrUn_NT_464742v1
AADN04001839.1	chrUn_NT_464746v1
AADN04001836.1	chr11_NT_461884v1_random
AADN04001837.1	chrUn_NT_464744v1
AADN04001838.1	chrUn_NT_464745v1
AADN04001840.1	chr19_NT_462719v1_random
AADN04001841.1	chrUn_NT_464747v1
AADN04001855.1	chr4_NT_459814v1_random
AADN04001842.1	chrUn_NT_464748v1
AADN04001851.1	chr20_NT_462812v1_random
AADN04001852.1	chr7_NT_461080v1_random
AADN04001843.1	chr5_NT_460427v1_random
AADN04001849.1	chr20_NT_462811v1_random
AADN04001844.1	chrUn_NT_464749v1
AADN04001866.1	chr2_NT_457909v1_random
AADN04001846.1	chrZ_NT_463664v1_random
AADN04001847.1	chrUn_NT_464750v1
AADN04001848.1	chrUn_NT_464751v1
AADN04001850.1	chrUn_NT_464752v1
AADN04001853.1	chrZ_NT_463665v1_random
AADN04001857.1	chr11_NT_461885v1_random
AADN04001854.1	chrUn_NT_464753v1
AADN04001858.1	chrUn_NT_464754v1
AADN04001872.1	chr1_NT_456159v1_random
AADN04001875.1	chr1_NT_456160v1_random
AADN04001845.1	chr1_NT_456158v1_random
AADN04001859.1	chrUn_NT_464755v1
AADN04001862.1	chrUn_NT_464757v1
AADN04001861.1	chrUn_NT_464756v1
AADN04001865.1	chrUn_NT_464758v1
AADN04001867.1	chrUn_NT_464759v1
AADN04001868.1	chrUn_NT_464760v1
AADN04001869.1	chrUn_NT_464761v1
KQ759371.1	chr2_NT_457910v1_random
AADN04001870.1	chrUn_NT_464762v1
AADN04001871.1	chrUn_NT_464763v1
AADN04001873.1	chrUn_NT_464764v1
AADN04001878.1	chr1_NT_456161v1_random
AADN04001874.1	chrUn_NT_464765v1
AADN04001876.1	chrUn_NT_464766v1
AADN04001793.1	chr1_NT_456156v1_random
AADN04001877.1	chrUn_NT_464767v1
AADN04001879.1	chrUn_NT_464768v1
AADN04001880.1	chrUn_NT_464769v1
AADN04001891.1	chrUn_NT_464777v1
AADN04001881.1	chrUn_NT_464770v1
AADN04001884.1	chrUn_NT_464771v1
AADN04001885.1	chr13_NT_462194v1_random
AADN04001886.1	chrUn_NT_464772v1
AADN04001887.1	chrUn_NT_464773v1
AADN04001888.1	chrUn_NT_464774v1
AADN04001889.1	chrUn_NT_464775v1
AADN04001890.1	chrUn_NT_464776v1
AADN04001893.1	chr1_NT_456162v1_random
AADN04001892.1	chrZ_NT_463668v1_random
AADN04001905.1	chr4_NT_459815v1_random
AADN04001895.1	chrUn_NT_464778v1
AADN04001897.1	chrUn_NT_464780v1
AADN04001896.1	chrUn_NT_464779v1
AADN04001898.1	chrUn_NT_464781v1
AADN04001900.1	chr5_NT_460428v1_random
AADN04001901.1	chrUn_NT_464782v1
AADN04001903.1	chrUn_NT_464784v1
AADN04001904.1	chrUn_NT_464785v1
AADN04001902.1	chrUn_NT_464783v1
AADN04001906.1	chrUn_NT_464786v1
AADN04001907.1	chr5_NT_460429v1_random
AADN04001908.1	chrUn_NT_464787v1
AADN04001909.1	chr6_NT_460842v1_random
AADN04001910.1	chrUn_NT_464788v1
AADN04001911.1	chrZ_NT_463670v1_random
AADN04001947.1	chr7_NT_461081v1_random
AADN04001912.1	chrUn_NT_464789v1
AADN04001913.1	chrUn_NT_464790v1
AADN04001921.1	chr1_NT_456163v1_random
KQ759576.1	chrUn_NT_464793v1
AADN04001914.1	chrUn_NT_464791v1
AADN04001915.1	chrUn_NT_464792v1
AADN04001919.1	chrUn_NT_464794v1
AADN04001920.1	chrUn_NT_464795v1
AADN04001922.1	chrUn_NT_464796v1
AADN04001927.1	chr2_NT_457911v1_random
AADN04001923.1	chrUn_NT_464797v1
AADN04001925.1	chrUn_NT_464799v1
AADN04001924.1	chrUn_NT_464798v1
AADN04001926.1	chrUn_NT_464800v1
AADN04001928.1	chrUn_NT_464801v1
AADN04001930.1	chrUn_NT_464803v1
AADN04001929.1	chrUn_NT_464802v1
AADN04001931.1	chr2_NT_457912v1_random
AADN04001932.1	chrUn_NT_464804v1
AADN04001934.1	chrUn_NT_464805v1
AADN04001935.1	chrUn_NT_464806v1
AADN04001936.1	chrUn_NT_464807v1
AADN04001937.1	chrUn_NT_464808v1
AADN04001938.1	chrUn_NT_464809v1
AADN04001939.1	chr6_NT_460843v1_random
AADN04001945.1	chr5_NT_460430v1_random
AADN04001940.1	chrUn_NT_464810v1
AADN04001942.1	chrUn_NT_464811v1
AADN04001944.1	chrUn_NT_464812v1
AADN04001946.1	chrUn_NT_464813v1
AADN04001950.1	chrUn_NT_464815v1
AADN04001948.1	chr8_NT_461334v1_random
AADN04001951.1	chrUn_NT_464816v1
AADN04001949.1	chrUn_NT_464814v1
AADN04001952.1	chrUn_NT_464817v1
AADN04001954.1	chrUn_NT_464818v1
AADN04001955.1	chrUn_NT_464819v1
AADN04001956.1	chr14_NT_462358v1_random
AADN04001960.1	chrUn_NT_464822v1
AADN04001958.1	chrUn_NT_464820v1
AADN04001959.1	chrUn_NT_464821v1
AADN04001961.1	chr17_NT_462572v1_random
AADN04001962.1	chrUn_NT_464823v1
AADN04001963.1	chrUn_NT_464824v1
AADN04001964.1	chrUn_NT_464825v1
AADN04001966.1	chrUn_NT_464827v1
AADN04001965.1	chrUn_NT_464826v1
AADN04001967.1	chrUn_NT_464828v1
AADN04001977.1	chr19_NT_462720v1_random
AADN04001968.1	chrUn_NT_464829v1
AADN04001970.1	chr17_NT_462573v1_random
AADN04001969.1	chrUn_NT_464830v1
AADN04001971.1	chrUn_NT_464831v1
AADN04001972.1	chrUn_NT_464832v1
AADN04001973.1	chrUn_NT_464833v1
AADN04001974.1	chrUn_NT_464834v1
AADN04001975.1	chrUn_NT_464835v1
AADN04001978.1	chr30_NT_463424v1_random
AADN04001976.1	chrUn_NT_464836v1
AADN04001979.1	chrZ_NT_463674v1_random
AADN04001981.1	chrUn_NT_464837v1
AADN04001982.1	chrUn_NT_464838v1
AADN04001983.1	chrUn_NT_464839v1
AADN04001985.1	chrUn_NT_464840v1
AADN04001986.1	chrUn_NT_464841v1
AADN04001987.1	chrUn_NT_464842v1
AADN04001988.1	chrUn_NT_464843v1
AADN04001998.1	chr3_NT_459034v1_random
AADN04001989.1	chrZ_NT_463677v1_random
AADN04001990.1	chrUn_NT_464844v1
AADN04001991.1	chrUn_NT_464845v1
AADN04001992.1	chrUn_NT_464846v1
AADN04001993.1	chrUn_NT_464847v1
AADN04001994.1	chrZ_NT_463678v1_random
AADN04001995.1	chrUn_NT_464848v1
AADN04001996.1	chrUn_NT_464849v1
AADN04001997.1	chrUn_NT_464850v1
AADN04001999.1	chrUn_NT_464851v1
AADN04002000.1	chrUn_NT_464852v1
AADN04002001.1	chrUn_NT_464853v1
AADN04002002.1	chrUn_NT_464854v1
AADN04002003.1	chrUn_NT_464855v1
AADN04002028.1	chr11_NT_461886v1_random
AADN04002005.1	chrUn_NT_464857v1
AADN04002037.1	chr9_NT_461581v1_random
AADN04002004.1	chrUn_NT_464856v1
KQ759577.1	chrUn_NT_464858v1
AADN04002016.1	chrUn_NT_464862v1
KQ759372.1	chr2_NT_457914v1_random
AADN04002009.1	chrUn_NT_464859v1
AADN04002010.1	chr2_NT_457913v1_random
KQ759407.1	chr4_NT_459816v1_random
AADN04002011.1	chrUn_NT_464860v1
AADN04002014.1	chrUn_NT_464861v1
AADN04002017.1	chr14_NT_462359v1_random
AADN04002018.1	chr9_NT_461580v1_random
AADN04002032.1	chr1_NT_456165v1_random
AADN04002019.1	chrUn_NT_464863v1
AADN04002022.1	chrUn_NT_464866v1
AADN04002020.1	chrUn_NT_464864v1
AADN04002021.1	chrUn_NT_464865v1
AADN04002025.1	chrUn_NT_464867v1
AADN04002026.1	chrUn_NT_464868v1
AADN04002027.1	chrUn_NT_464869v1
AADN04002076.1	chr5_NT_460431v1_random
AADN04002029.1	chr1_NT_456164v1_random
AADN04002030.1	chrUn_NT_464870v1
AADN04002038.1	chr1_NT_456167v1_random
AADN04002031.1	chrUn_NT_464871v1
AADN04002034.1	chrUn_NT_464872v1
AADN04002035.1	chr1_NT_456166v1_random
AADN04002036.1	chrUn_NT_464873v1
AADN04002039.1	chrUn_NT_464874v1
AADN04002040.1	chr2_NT_457915v1_random
AADN04002041.1	chrUn_NT_464875v1
AADN04002042.1	chrUn_NT_464876v1
AADN04001957.1	chrZ_NT_463673v1_random
AADN04002043.1	chrUn_NT_464877v1
AADN04002045.1	chrUn_NT_464879v1
AADN04002056.1	chrW_NT_463495v1_random
AADN04002053.1	chr2_NT_457916v1_random
AADN04002046.1	chrUn_NT_464880v1
AADN04002044.1	chrUn_NT_464878v1
AADN04002047.1	chrUn_NT_464881v1
AADN04002048.1	chrUn_NT_464882v1
AADN04002049.1	chrUn_NT_464883v1
AADN04002050.1	chrUn_NT_464884v1
AADN04002051.1	chrUn_NT_464885v1
AADN04002052.1	chrUn_NT_464886v1
AADN04002054.1	chrUn_NT_464887v1
AADN04002055.1	chrUn_NT_464888v1
AADN04002057.1	chrUn_NT_464889v1
AADN04002058.1	chr23_NT_463088v1_random
AADN04002060.1	chrUn_NT_464891v1
AADN04002101.1	chr3_NT_459035v1_random
AADN04002059.1	chrUn_NT_464890v1
AADN04002061.1	chrUn_NT_464892v1
AADN04002062.1	chrUn_NT_464893v1
AADN04002063.1	chrUn_NT_464894v1
AADN04002064.1	chrUn_NT_464895v1
AADN04002065.1	chrUn_NT_464896v1
AADN04002066.1	chrUn_NT_464897v1
AADN04002067.1	chrUn_NT_464898v1
AADN04002068.1	chrUn_NT_464899v1
AADN04002069.1	chrUn_NT_464900v1
AADN04002070.1	chrUn_NT_464901v1
AADN04002071.1	chrUn_NT_464902v1
AADN04002072.1	chrUn_NT_464903v1
AADN04002073.1	chrUn_NT_464904v1
AADN04002075.1	chrUn_NT_464905v1
AADN04002074.1	chr2_NT_457917v1_random
AADN04002079.1	chrUn_NT_464906v1
AADN04002080.1	chr1_NT_456168v1_random
AADN04002081.1	chrUn_NT_464907v1
AADN04002082.1	chrUn_NT_464908v1
AADN04002083.1	chrUn_NT_464909v1
AADN04002085.1	chrUn_NT_464910v1
AADN04002086.1	chr7_NT_461082v1_random
AADN04002087.1	chrUn_NT_464911v1
AADN04002088.1	chrUn_NT_464912v1
AADN04002090.1	chrUn_NT_464914v1
AADN04002089.1	chrUn_NT_464913v1
AADN04002091.1	chrZ_NT_463681v1_random
AADN04002093.1	chrUn_NT_464915v1
AADN04002092.1	chrZ_NT_463682v1_random
AADN04002094.1	chrUn_NT_464916v1
AADN04002095.1	chrUn_NT_464917v1
AADN04002111.1	chr2_NT_457919v1_random
AADN04002096.1	chr8_NT_461335v1_random
AADN04002098.1	chrUn_NT_464919v1
AADN04002097.1	chrUn_NT_464918v1
AADN04002102.1	chrZ_NT_463683v1_random
AADN04002099.1	chrUn_NT_464920v1
AADN04002100.1	chrUn_NT_464921v1
AADN04002105.1	chrUn_NT_464924v1
AADN04002104.1	chrUn_NT_464923v1
AADN04002103.1	chrUn_NT_464922v1
KQ759476.1	chr26_NT_463284v1_random
AADN04002106.1	chrUn_NT_464925v1
AADN04002107.1	chrUn_NT_464926v1
AADN04002139.1	chr5_NT_460432v1_random
AADN04002108.1	chrUn_NT_464927v1
AADN04002109.1	chrUn_NT_464928v1
AADN04001894.1	chrW_NT_463494v1_random
AADN04002110.1	chr2_NT_457918v1_random
AADN04002112.1	chrUn_NT_464929v1
AADN04002113.1	chrUn_NT_464930v1
AADN04002114.1	chrUn_NT_464931v1
AADN04024334.1	chr5_NT_460828v1_random
AADN04002125.1	chrUn_NT_464937v1
AADN04002115.1	chrUn_NT_464932v1
AADN04002118.1	chr8_NT_461336v1_random
AADN04002116.1	chrUn_NT_464933v1
AADN04002117.1	chrUn_NT_464934v1
AADN04002119.1	chrUn_NT_464935v1
AADN04002120.1	chrLGE64_NT_464108v1_random
AADN04002121.1	chrUn_NT_464936v1
AADN04002124.1	chrZ_NT_463684v1_random
AADN04002126.1	chrUn_NT_464938v1
AADN04002127.1	chrUn_NT_464939v1
AADN04002128.1	chrUn_NT_464940v1
AADN04002129.1	chr14_NT_462360v1_random
AADN04002130.1	chrUn_NT_464941v1
AADN04002132.1	chrUn_NT_464943v1
AADN04002131.1	chrUn_NT_464942v1
AADN04002134.1	chrUn_NT_464945v1
AADN04002133.1	chrUn_NT_464944v1
AADN04002135.1	chrUn_NT_464946v1
AADN04002138.1	chrUn_NT_464948v1
AADN04002136.1	chr4_NT_459817v1_random
AADN04002137.1	chrUn_NT_464947v1
AADN04002140.1	chrUn_NT_464949v1
AADN04002141.1	chrUn_NT_464950v1
AADN04002144.1	chrUn_NT_464952v1
AADN04002142.1	chr2_NT_457920v1_random
AADN04002143.1	chrUn_NT_464951v1
AADN04002145.1	chrUn_NT_464953v1
AADN04002153.1	chr6_NT_460844v1_random
AADN04002147.1	chrUn_NT_464955v1
AADN04002146.1	chrUn_NT_464954v1
